date,year,month,day,day_of_week,venue,city,state,country,song_count,show_url
2021-07-16,2021,7,16,Friday,Coolray Field,Lawrenceville,GA,US,13,https://discobiscuits.net/shows/2021-07-16-coolray-field-lawrenceville-ga
2021-07-17,2021,7,17,Saturday,Coolray Field,Lawrenceville,GA,US,13,https://discobiscuits.net/shows/2021-07-17-coolray-field-lawrenceville-ga
2021-08-20,2021,8,20,Friday,Northlands,Swanzey,NH,US,13,https://discobiscuits.net/shows/2021-08-20-northlands-swanzey-nh
2021-08-21,2021,8,21,Saturday,Northlands,Swanzey,NH,US,12,https://discobiscuits.net/shows/2021-08-21-northlands-swanzey-nh
2021-08-28,2021,8,28,Saturday,Backwoods at Mulberry Mountain,Ozark,AR,US,15,https://discobiscuits.net/shows/2021-08-28-backwoods-at-mulberry-mountain-ozark-ar
2021-09-17,2021,9,17,Friday,St. Augustine Amphitheatre Backyard Stage,St. Augustine,FL,US,12,https://discobiscuits.net/shows/2021-09-17-st-augustine-amphitheatre-backyard-stage-st-augustine-florida
2021-09-18,2021,9,18,Saturday,Revolution Live,Ft. Lauderdale,FL,US,13,https://discobiscuits.net/shows/2021-09-18-revolution-live-ft-lauderdale-fl
2021-09-19,2021,9,19,Sunday,Janus Live,St. Petersburg,FL,US,13,https://discobiscuits.net/shows/2021-09-19-janus-landing-st-petersburg-fl
2021-09-26,2021,9,26,Sunday,Brooklyn Mirage - Brooklyn Comes Alive,Brooklyn,NY,US,10,https://discobiscuits.net/shows/2021-09-26-brooklyn-mirage-brooklyn-comes-alive-brooklyn-ny
2021-10-15,2021,10,15,Friday,Mishawaka Amphitheater,Bellvue,CO,US,10,https://discobiscuits.net/shows/2021-10-15-mishawaka-amphitheater-bellvue-co
2021-10-16,2021,10,16,Saturday,Mishawaka Amphitheater,Bellvue,CO,US,14,https://discobiscuits.net/shows/2021-10-16-mishawaka-amphitheater-bellvue-co
2021-10-17,2021,10,17,Sunday,Mishawaka Amphitheater,Bellvue,CO,US,14,https://discobiscuits.net/shows/2021-10-17-mishawaka-amphitheater-bellvue-co
2021-10-28,2021,10,28,Thursday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,14,https://discobiscuits.net/shows/2021-10-28-brooklyn-bowl-las-vegas-las-vegas-nv
2021-10-29,2021,10,29,Friday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,13,https://discobiscuits.net/shows/2021-10-29-brooklyn-bowl-brooklyn-ny
2021-10-30,2021,10,30,Saturday,Brooklyn Bowl Las Vegas,Las Vegas,NV,US,12,https://discobiscuits.net/shows/2021-10-30-brooklyn-bowl-las-vegas-las-vegas-nv
2021-11-19,2021,11,19,Friday,The Caverns,Pelham,TN,US,12,https://discobiscuits.net/shows/2021-11-19-the-caverns-pelham-tn
2021-11-20,2021,11,20,Saturday,The Caverns,Pelham,TN,US,12,https://discobiscuits.net/shows/2021-11-20-the-caverns-pelham-tn
2021-11-21,2021,11,21,Sunday,The Caverns,Pelham,TN,US,13,https://discobiscuits.net/shows/2021-11-21-the-caverns-pelham-tn
2021-11-26,2021,11,26,Friday,Wellmont Theater,Montclair,NJ,US,16,https://discobiscuits.net/shows/2021-11-26-wellmont-theater-montclair-nj
2021-11-27,2021,11,27,Saturday,Wellmont Theater,Montclair,NJ,US,12,https://discobiscuits.net/shows/2021-11-27-wellmont-theater-montclair-nj
2021-12-04,2021,12,4,Saturday,Now Sapphire Resort,Puerto Morelos,,US,13,https://discobiscuits.net/shows/2021-12-04-now-sapphire-resort-puerto-morelos-mexico
2021-12-05,2021,12,5,Sunday,Now Sapphire Resort,Puerto Morelos,,US,8,https://discobiscuits.net/shows/2021-12-05-now-sapphire-resort-puerto-morelos-mexico
2021-12-06,2021,12,6,Monday,Now Sapphire Resort,Puerto Morelos,,US,11,https://discobiscuits.net/shows/2021-12-07-now-sapphire-resort-puerto-morelos-mexico
2021-12-30,2021,12,30,Thursday,The Fillmore,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2021-12-30-the-fillmore-philadelphia-pa
2021-12-31,2021,12,31,Friday,The Fillmore,Philadelphia,PA,US,18,https://discobiscuits.net/shows/2021-12-31-the-fillmore-philadelphia-pa
2022-03-03,2022,3,3,Thursday,The Palladium,Worcester,MA,US,11,https://discobiscuits.net/shows/2022-03-03-the-palladium-worcester-ma
2022-03-04,2022,3,4,Friday,Sherman Theater,Stroudsburg,PA,US,12,https://discobiscuits.net/shows/2022-03-04-sherman-theater-stroudsburg-pa
2022-03-05,2022,3,5,Saturday,Sony Hall,New York,NY,US,17,https://discobiscuits.net/shows/2022-03-05-sony-hall-new-york-ny
2022-03-10,2022,3,10,Thursday,The National,Richmond,VA,US,12,https://discobiscuits.net/shows/2022-03-10-the-national-richmond-va
2022-03-11,2022,3,11,Friday,The National,Richmond,VA,US,13,https://discobiscuits.net/shows/2022-03-11-the-national-richmond-va
2022-03-12,2022,3,12,Saturday,The National,Richmond,VA,US,14,https://discobiscuits.net/shows/2022-03-12-the-national-richmond-va
2022-03-31,2022,3,31,Thursday,The Capitol Theater,Port Chester,NY,US,12,https://discobiscuits.net/shows/2022-03-31-the-capitol-theater-port-chester-ny
2022-04-01,2022,4,1,Friday,The Capitol Theater,Port Chester,NY,US,12,https://discobiscuits.net/shows/2022-04-01-the-capitol-theater-port-chester-ny
2022-04-02,2022,4,2,Saturday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2022-04-02-the-capitol-theater-port-chester-ny
2022-04-08,2022,4,8,Friday,Mission Ballroom,Denver,CO,US,16,https://discobiscuits.net/shows/2022-04-08-mission-ballroom-denver-co
2022-04-09,2022,4,9,Saturday,Mission Ballroom,Denver,CO,US,17,https://discobiscuits.net/shows/2022-04-09-mission-ballroom-denver-co
2022-05-07,2022,5,7,Saturday,Joy Theater,New Orleans,LA,US,13,https://discobiscuits.net/shows/2022-05-07-joy-theater-new-orleans-la
2022-05-08,2022,5,8,Sunday,Joy Theater,New Orleans,LA,US,15,https://discobiscuits.net/shows/2022-05-08-joy-theater-new-orleans-la
2022-06-04,2022,6,4,Saturday,Candler Park,Atlanta,GA,US,8,https://discobiscuits.net/shows/2022-06-04-candler-park-atlanta-ga
2022-06-09,2022,6,9,Thursday,Hartford Healthcare Amphitheater,Bridgeport,CT,US,5,https://discobiscuits.net/shows/2022-06-09-hartford-healthcare-amphitheater-bridgeport-ct
2022-06-10,2022,6,10,Friday,Pier Six Pavilion,Baltimore,MD,US,8,https://discobiscuits.net/shows/2022-06-10-pier-six-pavilion-baltimore-md
2022-06-11,2022,6,11,Saturday,Thompson's Point,Portland,ME,US,6,https://discobiscuits.net/shows/2022-06-11-thompson-s-point-portland-me
2022-06-12,2022,6,12,Sunday,Lake Champlain Exposition,Essex Junction,VT,US,9,https://discobiscuits.net/shows/2022-06-12-lake-champlain-exposition-essex-junction-vt
2022-06-18,2022,6,18,Saturday,Mann Center for the Performing Arts,Philadelphia,PA,US,10,https://discobiscuits.net/shows/2022-06-12-lake-champlain-exposition-essex-junction-vt-2
2022-06-19,2022,6,19,Sunday,Mann Center for the Performing Arts,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2022-06-19-mann-center-for-the-performing-arts-philadelphia-pa
2022-06-23,2022,6,23,Thursday,Electric Forest,Rothbury,MI,US,8,https://discobiscuits.net/shows/2022-06-23-electric-forest-rothbury-mi
2022-07-01,2022,7,1,Friday,Plumas County Fairgrounds,Quincy,CA,US,10,https://discobiscuits.net/shows/2022-07-01-plumas-country-fairgrounds-quincy-ca
2022-08-14,2022,8,14,Sunday,Blackthorne Resort,East Durham,NY,US,13,https://discobiscuits.net/shows/2022-08-14-blackthorne-resort-east-durham-ny
2022-08-18,2022,8,18,Thursday,TCU Amphitheater at White River State Park,Indianapolis,IN,US,7,https://discobiscuits.net/shows/2022-08-18-tcu-amphitheater-at-white-river-state-park-indianapolis-in
2022-08-19,2022,8,19,Friday,Saint Louis Music Park,Maryland Heights,MO,US,7,https://discobiscuits.net/shows/2022-08-19-saint-louis-music-park-maryland-heights-mo
2022-08-20,2022,8,20,Saturday,The Caverns Above Ground Amphitheater,Pelham,TN,US,8,https://discobiscuits.net/shows/2022-08-20-the-caverns-above-ground-amphitheater-pelham-tn
2022-08-21,2022,8,21,Sunday,The Caverns Above Ground Amphitheater,Pelham,TN,US,7,https://discobiscuits.net/shows/2022-08-21-the-caverns-above-ground-amphitheater-pelham-tn
2022-08-26,2022,8,26,Friday,The Intersection,Grand Rapids,MI,US,13,https://discobiscuits.net/shows/2022-08-26-the-intersection-grand-rapids-mi
2022-08-27,2022,8,27,Saturday,Seatgeek Stadium Campus,Bridgeview,IL,US,8,https://discobiscuits.net/shows/2022-08-27-seatgeek-stadium-campus-bridgeview-il
2022-08-28,2022,8,28,Sunday,Riverfront Live,Cincinnati,OH,US,11,https://discobiscuits.net/shows/2022-08-28-riverfront-live-cincinnati-oh
2022-09-08,2022,9,8,Thursday,Grand Opera House,Wilmington,DE,US,13,https://discobiscuits.net/shows/2022-09-08-grand-opera-house-wilmington-de
2022-09-09,2022,9,9,Friday,Southside Stage @ XL Live,Harrisburg,PA,US,12,https://discobiscuits.net/shows/2022-09-09-southside-stage-xl-live-harrisburg-pa
2022-09-10,2022,9,10,Saturday,Southside Stage @ XL Live,Harrisburg,PA,US,13,https://discobiscuits.net/shows/2022-09-10-southside-stage-xl-live-harrisburg-pa
2022-09-30,2022,9,30,Friday,Saranac Brewery,Utica,NY,US,13,https://discobiscuits.net/shows/2022-09-30-saranac-brewery-utica-ny
2022-10-01,2022,10,1,Saturday,Saranac Brewery,Utica,NY,US,13,https://discobiscuits.net/shows/2022-10-01-saranac-brewery-utica-ny
2022-10-03,2022,10,3,Monday,Stony Creek Beer,Branford,CT,US,12,https://discobiscuits.net/shows/2022-10-03-stony-creek-beer-branford-ct
2022-10-27,2022,10,27,Thursday,Suwannee Music Park,Live Oak,FL,US,7,https://discobiscuits.net/shows/2022-10-27-suwannee-music-park-live-oak-fl
2022-10-28,2022,10,28,Friday,Salvage Station,Asheville,NC,US,12,https://discobiscuits.net/shows/2022-10-28-salvage-station-asheville-nc
2022-10-29,2022,10,29,Saturday,NorVa Theater,Norfolk,VA,US,15,https://discobiscuits.net/shows/2022-10-29-norva-theater-norfolk-va
2022-10-30,2022,10,30,Sunday,Jefferson Theater,Charlottesville,VA,US,13,https://discobiscuits.net/shows/2022-10-30-jefferson-theater-charlottesville-va
2022-11-10,2022,11,10,Thursday,Infinity Music Hall,Hartford,CT,US,9,https://discobiscuits.net/shows/2022-11-10-infinity-music-hall-hartford-ct
2022-11-11,2022,11,11,Friday,Infinity Music Hall,Hartford,CT,US,14,https://discobiscuits.net/shows/2022-11-11-infinity-music-hall-hartford-ct
2022-11-12,2022,11,12,Saturday,House of Blues,Boston,MA,US,12,https://discobiscuits.net/shows/2022-11-12-house-of-blues-boston-ma
2022-11-13,2022,11,13,Sunday,Sherman Theater,Stroudsburg,PA,US,11,https://discobiscuits.net/shows/2022-11-13-sherman-theater-stroudsburg-pa
2022-11-18,2022,11,18,Friday,The Eastern,Atlanta,GA,US,12,https://discobiscuits.net/shows/2022-11-18-the-eastern-atlanta-ga
2022-11-19,2022,11,19,Saturday,The Eastern,Atlanta,GA,US,12,https://discobiscuits.net/shows/2022-11-19-the-eastern-atlanta-ga
2022-12-29,2022,12,29,Thursday,The Riviera Theater,Chicago,IL,US,15,https://discobiscuits.net/shows/2022-12-29-the-riviera-theater-chicago-il
2022-12-30,2022,12,30,Friday,The Riviera Theater,Chicago,IL,US,17,https://discobiscuits.net/shows/2022-12-30-the-riviera-theater-chicago-il
2022-12-31,2022,12,31,Saturday,The Riviera Theater,Chicago,IL,US,19,https://discobiscuits.net/shows/2022-12-31-the-riviera-theater-chicago-il
2023-01-18,2023,1,18,Wednesday,House of Blues,Cleveland,OH,US,14,https://discobiscuits.net/shows/2023-01-18-house-of-blues-cleveland-oh
2023-01-19,2023,1,19,Thursday,Town Ballroom,Buffalo,NY,US,13,https://discobiscuits.net/shows/2023-01-19-town-ballroom-buffalo-ny
2023-01-20,2023,1,20,Friday,Penn's Peak,Jim Thorpe,PA,US,13,https://discobiscuits.net/shows/2023-01-20-penn-s-peak-jim-thorpe-pa
2023-01-21,2023,1,21,Saturday,Penn's Peak,Jim Thorpe,PA,US,13,https://discobiscuits.net/shows/2023-01-21-penn-s-peak-jim-thorpe-pa
2023-02-01,2023,2,1,Wednesday,Higher Ground,South Burlington,VT,US,14,https://discobiscuits.net/shows/2023-02-01-higher-ground-s-burlington-vt
2023-02-02,2023,2,2,Thursday,Higher Ground,South Burlington,VT,US,13,https://discobiscuits.net/shows/2023-02-02-highline-ballroom-new-york-ny
2023-02-03,2023,2,3,Friday,Palace Theater,Albany,NY,US,14,https://discobiscuits.net/shows/2023-02-03-palace-theater-albany-ny
2023-02-04,2023,2,4,Saturday,Anthem,Washington,DC,US,15,https://discobiscuits.net/shows/2023-02-04-anthem-washington-d-c
2023-03-10,2023,3,10,Friday,The Caverns,Pelham,TN,US,12,https://discobiscuits.net/shows/2023-03-10-the-caverns-pelham-tn
2023-03-11,2023,3,11,Saturday,The Caverns,Pelham,TN,US,8,https://discobiscuits.net/shows/2023-03-11-the-caverns-pelham-tn
2023-03-12,2023,3,12,Sunday,The Caverns,Pelham,TN,US,14,https://discobiscuits.net/shows/2023-03-12-the-caverns-pelham-tn
2023-03-23,2023,3,23,Thursday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2023-03-23-the-capitol-theater-port-chester-ny
2023-03-24,2023,3,24,Friday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2023-03-24-the-capitol-theater-port-chester-ny
2023-03-25,2023,3,25,Saturday,The Capitol Theater,Port Chester,NY,US,17,https://discobiscuits.net/shows/2023-03-25-the-capitol-theater-port-chester-ny
2023-03-29,2023,3,29,Wednesday,Belly Up Aspen,Aspen,CO,US,14,https://discobiscuits.net/shows/2023-03-29-belly-up-tavern-solana-beach-ca
2023-03-30,2023,3,30,Thursday,Belly Up Aspen,Aspen,CO,US,16,https://discobiscuits.net/shows/2023-03-30-belly-up-aspen-aspen-co
2023-03-31,2023,3,31,Friday,Mission Ballroom,Denver,CO,US,16,https://discobiscuits.net/shows/2023-03-31-mission-ballroom-denver-co
2023-04-01,2023,4,1,Saturday,Mission Ballroom,Denver,CO,US,16,https://discobiscuits.net/shows/2023-04-01-mission-ballroom-denver-co
2023-05-03,2023,5,3,Wednesday,Iron City,Birmingham,AL,US,14,https://discobiscuits.net/shows/2023-05-03-iron-city-birmingham-al
2023-05-04,2023,5,4,Thursday,Soul Kitchen,Mobile,AL,US,14,https://discobiscuits.net/shows/2023-05-04-soul-kitchen-mobile-al
2023-05-05,2023,5,5,Friday,Mahalia Jackson Theater,New Orleans,LA,US,14,https://discobiscuits.net/shows/2023-05-05-mahalia-jackson-theater-new-orleans-la
2023-05-06,2023,5,6,Saturday,Mahalia Jackson Theater,New Orleans,LA,US,14,https://discobiscuits.net/shows/2023-05-06-mahalia-jackson-theater-new-orleans-la
2023-05-20,2023,5,20,Saturday,Harpa Concert Hall,Reykjavik,,US,14,https://discobiscuits.net/shows/2023-05-20-harpa-concert-hall-reykjavik
2023-05-21,2023,5,21,Sunday,Harpa Concert Hall,Reykjavik,,US,14,https://discobiscuits.net/shows/2023-05-21-harpa-concert-hall-reykjavik-iceland
2023-05-22,2023,5,22,Monday,Harpa Concert Hall,Reykjavik,,US,20,https://discobiscuits.net/shows/2023-05-22-harpa-concert-hall-reykjavik-iceland
2023-05-25,2023,5,25,Thursday,Three Sister's Park,Chillicothe,IL,US,8,https://discobiscuits.net/shows/2023-05-25-three-sister-s-park-chillicothe-il
2023-05-26,2023,5,26,Friday,Three Sister's Park,Chillicothe,IL,US,8,https://discobiscuits.net/shows/2023-05-26-three-sister-s-park-chillicothe-il
2023-06-07,2023,6,7,Wednesday,The Windjammer,Isle of Palms,SC,US,12,https://discobiscuits.net/shows/2023-06-07-the-windjammer-isle-of-palms-sc
2023-06-08,2023,6,8,Thursday,Lincoln Theater,Raleigh,NC,US,17,https://discobiscuits.net/shows/2023-06-08-lincoln-theater-raleigh-nc
2023-06-09,2023,6,9,Friday,The National,Richmond,VA,US,16,https://discobiscuits.net/shows/2023-06-09-the-national-richmond-va
2023-06-10,2023,6,10,Saturday,XL Live,Harrisburg,PA,US,13,https://discobiscuits.net/shows/2023-06-10-xl-live-harrisburg-pa
2023-06-14,2023,6,14,Wednesday,The Queen,Wilmington,DE,US,17,https://discobiscuits.net/shows/2023-06-14-the-queen-wilmington-de
2023-06-15,2023,6,15,Thursday,Count Basie Theater,Red Bank,NJ,US,14,https://discobiscuits.net/shows/2023-06-15-count-basie-theater-red-bank-nj
2023-06-16,2023,6,16,Friday,Mulcahy's,Wantagh,NY,US,15,https://discobiscuits.net/shows/2023-06-16-mulcahy-s-wantagh-ny
2023-06-17,2023,6,17,Saturday,Mulcahy's,Wantagh,NY,US,15,https://discobiscuits.net/shows/2023-06-17-mulcahy-s-wantagh-ny
2023-07-06,2023,7,6,Thursday,Abayance Bay Marina,Rexford,MT,US,13,https://discobiscuits.net/shows/2023-07-06-abayance-bay-marina-rexford-mt
2023-07-07,2023,7,7,Friday,Pine Creek Lodge,Livingston,MT,US,13,https://discobiscuits.net/shows/2023-07-07-pine-creek-lodge-livingston-montana
2023-07-08,2023,7,8,Saturday,Pine Creek Lodge,Livingston,MT,US,13,https://discobiscuits.net/shows/2023-07-08-pine-creek-lodge-livingston-montana
2023-07-09,2023,7,9,Sunday,Pine Creek Lodge,Livingston,MT,US,14,https://discobiscuits.net/shows/2023-07-09-pine-creek-lodge-livingston-montana
2023-07-11,2023,7,11,Tuesday,Revolution Concert House,Boise,ID,US,13,https://discobiscuits.net/shows/2023-07-11-revolution-boise-id
2023-07-12,2023,7,12,Wednesday,Knitting Factory,Spokane,WA,US,14,https://discobiscuits.net/shows/2023-07-12-knitting-factory-spokane-wa
2023-07-13,2023,7,13,Thursday,Showbox,Seattle,WA,US,14,https://discobiscuits.net/shows/2023-07-13-showbox-seattle-wa
2023-07-14,2023,7,14,Friday,Midtown Ballroom,Bend,OR,US,14,https://discobiscuits.net/shows/2023-07-14-midtown-ballroom-bend-or
2023-07-15,2023,7,15,Saturday,Roseland Theater,Portland,OR,US,14,https://discobiscuits.net/shows/2023-07-15-roseland-theater-portland-oregon
2023-07-18,2023,7,18,Tuesday,Sapphire Palace at Blue Lake Casino,Blue Lake,CA,US,13,https://discobiscuits.net/shows/2023-07-18-sapphire-palace-at-blue-lake-casino-blue-lake-ca
2023-07-19,2023,7,19,Wednesday,Harrah’s Lake Tahoe,Stateline,NV,US,15,https://discobiscuits.net/shows/2023-07-19-harrah-s-lake-tahoe-stateline-nv
2023-07-20,2023,7,20,Thursday,The Fillmore,San Francisco,CA,US,14,https://discobiscuits.net/shows/2023-07-20-the-fillmore-san-francisco-ca
2023-07-21,2023,7,21,Friday,The Roxy,Hollywood,CA,US,15,https://discobiscuits.net/shows/2023-07-21-the-roxy-hollywood-ca
2023-07-22,2023,7,22,Saturday,Belly Up Tavern,Solana Beach,CA,US,11,https://discobiscuits.net/shows/2023-07-22-belly-up-tavern-solana-beach-ca
2023-08-10,2023,8,10,Thursday,The Clubhouse,East Hampton,NY,US,11,https://discobiscuits.net/shows/2023-08-10-the-clubhouse-east-hampton-ny
2023-08-11,2023,8,11,Friday,Blackthorne Resort,East Durham,NY,US,14,https://discobiscuits.net/shows/2023-08-11-blackthorne-resort-east-durham-ny
2023-08-12,2023,8,12,Saturday,Blackthorne Resort,East Durham,NY,US,12,https://discobiscuits.net/shows/2023-08-12-blackthorne-resort-east-durham-ny
2023-08-13,2023,8,13,Sunday,Bottle & Cork,Dewey Beach,DE,US,12,https://discobiscuits.net/shows/2023-08-13-bottle-cork-dewey-beach-de
2023-09-15,2023,9,15,Friday,Empire Garage,Austin,TX,US,16,https://discobiscuits.net/shows/2023-09-15-empire-garage-austin-tx
2023-09-16,2023,9,16,Saturday,Empire Garage,Austin,TX,US,13,https://discobiscuits.net/shows/2023-09-16-empire-garage-austin-tx
2023-09-20,2023,9,20,Wednesday,First Avenue,Minneapolis,MN,US,13,https://discobiscuits.net/shows/2023-09-20-first-avenue-minneapolis-mn
2023-09-21,2023,9,21,Thursday,The Riviera Theater,Chicago,IL,US,14,https://discobiscuits.net/shows/2023-09-21-the-riviera-theater-chicago-il
2023-09-22,2023,9,22,Friday,Pabst Theater,Milwaukee,WI,US,14,https://discobiscuits.net/shows/2023-09-22-pabst-theater-milwaukee-wi
2023-09-23,2023,9,23,Saturday,Vogue Theater,Indianapolis,IN,US,12,https://discobiscuits.net/shows/2023-09-23-vogue-theater-indianapolis-in
2023-09-24,2023,9,24,Sunday,Delmar Hall,St. Louis,MO,US,13,https://discobiscuits.net/shows/2023-09-24-delmar-hall-st-louis-mo
2023-10-06,2023,10,6,Friday,Wonderland Forest,LaFayette,NY,US,12,https://discobiscuits.net/shows/2023-10-06-wonderland-forest-lafayette-ny
2023-10-07,2023,10,7,Saturday,Wonderland Forest,LaFayette,NY,US,13,https://discobiscuits.net/shows/2023-10-07-wonderland-forest-lafayette-ny
2023-10-24,2023,10,24,Tuesday,Higher Ground,South Burlington,VT,US,13,https://discobiscuits.net/shows/2023-10-24-higher-ground-s-burlington-vt
2023-10-25,2023,10,25,Wednesday,Infinity Music Hall,Hartford,CT,US,14,https://discobiscuits.net/shows/2023-10-25-infinity-music-hall-hartford-ct
2023-10-27,2023,10,27,Friday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2023-10-27-the-capitol-theater-port-chester-ny
2023-10-28,2023,10,28,Saturday,The Capitol Theater,Port Chester,NY,US,14,https://discobiscuits.net/shows/2023-10-28-the-capitol-theater-port-chester-ny
